1990-01;1.61460000
1990-02;1.81290000
1990-03;1.83950000
1990-04;1.28350000
1990-05;1.05930000
1990-06;1.09940000
1990-07;1.12010000
1990-08;1.13620000
1990-09;1.12800000
1990-10;1.12970000
1990-11;1.16860000
1990-12;1.18000000
1991-01;1.17700000
1991-02;1.21020000
1991-03;1.09190000
1991-04;1.07810000
1991-05;1.07480000
1991-06;1.08480000
1991-07;1.13220000
1991-08;1.15250000
1991-09;1.14930000
1991-10;1.22630000
1991-11;1.25620000
1991-12;1.23630000
1992-01;1.23560000
1992-02;1.27860000
1992-03;1.21390000
1992-04;1.19940000
1992-05;1.20430000
1992-06;1.23610000
1992-07;1.21840000
1992-08;1.24630000
1992-09;1.25270000
1992-10;1.26760000
1992-11;1.23430000
1992-12;1.25080000
1993-01;1.25830000
1993-02;1.28410000
1993-03;1.26250000
1993-04;1.28830000
1993-05;1.29700000
1993-06;1.31500000
1993-07;1.31250000
1993-08;1.31790000
1993-09;1.35280000
1993-10;1.35040000
1993-11;1.36150000
1993-12;1.38320000
1994-01;1.39070000
1994-02;1.40780000
1994-03;1.45710000
1994-04;1.40910000
1994-05;1.42580000
1994-06;1.45210000
1994-07;1.04330000
1994-08;1.03940000
1994-09;1.01750000
1994-10;1.01820000
1994-11;1.02850000
1994-12;1.00840000
1995-01;1.00920000
1995-02;1.01390000
1995-03;1.01120000
1995-04;1.02100000
1995-05;1.00580000
1995-06;1.02460000
1995-07;1.01820000
1995-08;1.02200000
1995-09;0.99290000
1995-10;1.00520000
1995-11;1.01200000
1995-12;1.00710000
1996-01;1.01730000
1996-02;1.00970000
1996-03;1.00400000
1996-04;1.00320000
1996-05;1.01550000
1996-06;1.01020000
1996-07;1.01350000
1996-08;1.00280000
1996-09;1.00100000
1996-10;1.00190000
1996-11;1.00200000
1996-12;1.00730000
1997-01;1.01770000
1997-02;1.00430000
1997-03;1.01150000
1997-04;1.00680000
1997-05;1.00210000
1997-06;1.00740000
1997-07;1.00090000
1997-08;1.00090000
1997-09;1.00480000
1997-10;1.00370000
1997-11;1.00640000
1997-12;1.00840000
1998-01;1.00960000
1998-02;1.00180000
1998-03;1.00190000
1998-04;1.00130000
1998-05;1.00140000
1998-06;1.00380000
1998-07;0.99830000
1998-08;0.99840000
1998-09;0.99920000
1998-10;1.00080000
1998-11;0.99680000
1998-12;1.00450000
1999-01;1.00840000
1999-02;1.03610000
1999-03;1.02830000
1999-04;1.00710000
1999-05;0.99710000
1999-06;1.00360000
1999-07;1.01550000
1999-08;1.01560000
1999-09;1.01450000
1999-10;1.01700000
1999-11;1.02390000
1999-12;1.01810000
2000-01;1.01240000
2000-02;1.00350000
2000-03;1.00150000
2000-04;1.00230000
2000-05;1.00310000
2000-06;1.00850000
2000-07;1.01570000
2000-08;1.02390000
2000-09;1.01160000
2000-10;1.00380000
2000-11;1.00290000
2000-12;1.00630000
2001-01;1.00620000
2001-02;1.00230000
2001-03;1.00560000
2001-04;1.01000000
2001-05;1.00860000
2001-06;1.00980000
2001-07;1.01480000
2001-08;1.01380000
2001-09;1.00310000
2001-10;1.01180000
2001-11;1.01100000
2001-12;1.00220000
2002-01;1.00360000
2002-02;1.00060000
2002-03;1.00090000
2002-04;1.00560000
2002-05;1.00830000
2002-06;1.01540000
2002-07;1.01950000
2002-08;1.02320000
2002-09;1.02400000
2002-10;1.03870000
2002-11;1.05190000
2002-12;1.03750000
2003-01;1.02330000
2003-02;1.02280000
2003-03;1.01530000
2003-04;1.00920000
2003-05;0.99740000
2003-06;0.99000000
2003-07;0.99580000
2003-08;1.00380000
2003-09;1.01180000
2003-10;1.00380000
2003-11;1.00490000
2003-12;1.00610000
2004-01;1.00880000
2004-02;1.00690000
2004-03;1.01130000
2004-04;1.01210000
2004-05;1.01310000
2004-06;1.01380000
2004-07;1.01310000
2004-08;1.01220000
2004-09;1.00690000
2004-10;1.00390000
2004-11;1.00820000
2004-12;1.00740000
2005-01;1.00390000
2005-02;1.00300000
2005-03;1.00850000
2005-04;1.00860000
2005-05;0.99780000
2005-06;0.99560000
2005-07;0.99660000
2005-08;0.99350000
2005-09;0.99470000
2005-10;1.00600000
2005-11;1.00400000
2005-12;0.99990000
2006-01;1.00920000
2006-02;1.00010000
2006-03;0.99770000
2006-04;0.99580000
2006-05;1.00380000
2006-06;1.00750000
2006-07;1.00180000
2006-08;1.00370000
2006-09;1.00290000
2006-10;1.00470000
2006-11;1.00750000
2006-12;1.00320000
2007-01;1.00500000
2007-02;1.00270000
2007-03;1.00340000
2007-04;1.00040000
2007-05;1.00040000
2007-06;1.00260000
2007-07;1.00280000
2007-08;1.00980000
2007-09;1.01290000
2007-10;1.01050000
2007-11;1.00690000
2007-12;1.01760000
2008-01;1.01090000
2008-02;1.00530000
2008-03;1.00740000
2008-04;1.00690000
2008-05;1.01610000
2008-06;1.01980000
2008-07;1.01760000
2008-08;0.99680000
2008-09;1.00110000
2008-10;1.00980000
2008-11;1.00380000
2008-12;0.99870000
2009-01;0.99560000
2009-02;1.00260000
2009-03;0.99260000
2009-04;0.99850000
2009-05;0.99930000
2009-06;0.99900000
2009-07;0.99570000
2009-08;0.99640000
2009-09;1.00420000
2009-10;1.00050000
2009-11;1.00100000
2009-12;0.99740000
2010-01;1.00630000
2010-02;1.01180000
2010-03;1.00940000
2010-04;1.00770000
2010-05;1.01190000
2010-06;1.00850000
2010-07;1.00150000
2010-08;1.00770000
2010-09;1.01150000
2010-10;1.01010000
2010-11;1.01450000
2010-12;1.00690000
2011-01;1.00790000
2011-02;1.01000000
2011-03;1.00620000
2011-04;1.00450000
2011-05;1.00430000
2011-06;0.99820000
2011-07;0.99880000
2011-08;1.00440000
2011-09;1.00650000
2011-10;1.00530000
2011-11;1.00500000
2011-12;0.99880000
2012-01;1.00250000
2012-02;0.99940000
2012-03;1.00430000
2012-04;1.00850000
2012-05;1.01020000
2012-06;1.00660000
2012-07;1.01340000
2012-08;1.01430000
2012-09;1.00970000
2012-10;1.00020000
2012-11;0.99970000
2012-12;1.00680000
2013-01;1.00340000
2013-02;1.00290000
2013-03;1.00210000
2013-04;1.00150000
2013-05;1.00000000
2013-06;1.00750000
2013-07;1.00260000
2013-08;1.00150000
2013-09;1.01500000
2013-10;1.00860000
2013-11;1.00290000
2013-12;1.00600000
2014-01;1.00480000
2014-02;1.00380000
2014-03;1.01670000
2014-04;1.00780000
2014-05;0.99870000
2014-06;0.99260000
2014-07;0.99390000
2014-08;0.99730000
2014-09;1.00200000
2014-10;1.00280000
2014-11;1.00980000
2014-12;1.00620000
2015-01;1.00760000
2015-02;1.00270000
2015-03;1.00980000
2015-04;1.01170000
2015-05;1.00410000
2015-06;1.00670000
2015-07;1.00690000
2015-08;1.00280000
2015-09;1.00950000
2015-10;1.01890000
2015-11;1.01520000
2015-12;1.00490000
2016-01;1.01140000
2016-02;1.01290000
2016-03;1.00510000
2016-04;1.00330000
2016-05;1.00820000
2016-06;1.01690000
2016-07;1.00180000
2016-08;1.00150000
2016-09;1.00200000
2016-10;1.00160000
2016-11;0.99970000
2016-12;1.00540000
2017-01;1.00640000
2017-02;1.00080000
2017-03;1.00010000
2017-04;0.98900000
2017-05;0.99070000
2017-06;0.99330000
2017-07;0.99280000
2017-08;1.00100000
2017-09;1.00470000
2017-10;1.00200000
2017-11;1.00520000
2017-12;1.00890000
2018-01;1.00760000
2018-02;1.00070000
2018-03;1.00640000
2018-04;1.00570000
2018-05;1.01380000
2018-06;1.01870000
2018-07;1.00510000
2018-08;1.00700000
2018-09;1.01520000
2018-10;1.00890000
2018-11;0.99510000
2018-12;0.98920000
2019-01;1.00010000
2019-02;1.00880000
2019-03;1.01260000
2019-04;1.00920000
2019-05;1.00450000
2019-06;1.00800000
2019-07;1.00400000
2019-08;0.99330000
2019-09;0.99990000
2019-10;1.00680000
2019-11;1.00300000
2019-12;1.02090000
2020-01;1.00480000
2020-02;0.99960000
2020-03;1.01240000
2020-04;1.00800000
2020-05;1.00280000
2020-06;1.01560000
2020-07;1.02230000
2020-08;1.02740000
2020-09;1.04340000
2020-10;1.03230000
2020-11;1.03280000
2020-12;1.00960000
2021-01;1.02580000
2021-02;1.02530000
2021-03;1